x,VIN - 0.714 V,VOUT - 0.55 V
0.0,0.0,0.0011741707666157453
2e-11,0.45880671701770126,-0.04346608259953033
4e-11,0.9166471205636073,-0.13178029633265087
6e-11,1.3725569323620457,-0.24135548791559547
8e-11,1.8255759402435734,-0.3923645554579913
9.999999999999999e-11,2.2747500204910454,-0.5826359070072451
1.2e-10,2.7191331473622737,-0.8099948717333882
1.4e-10,3.1577893855577743,-1.0722645530657493
1.6e-10,3.5897948614356245,-1.3672671392568336
1.8e-10,4.0142397088240855,-1.692825138205123
2e-10,4.430229985331047,-2.0467630386088453
2.2e-10,4.83688955511663,-2.4269088778217096
2.400000000000001e-10,5.2333619341623505,-2.8310962069166834
2.6e-10,5.618812094150383,-3.2571659432463207
2.8e-10,5.992428221154311,-3.702968590809097
3e-10,6.353423425437543,-4.16636632850087
3.2e-10,6.701037398756382,-4.645235436692152
3.4e-10,7.034538015679659,-5.137468571893344
3.599999999999999e-10,7.353222875551624,-5.640977350399701
3.799999999999999e-10,7.656420781848805,-6.153694760297035
3.999999999999999e-10,7.943493155817549,-6.673577853487878
4.199999999999999e-10,8.213835381413514,-7.198610246688442
4.399999999999999e-10,8.466878078710716,-7.7268048741439
4.599999999999999e-10,8.702088303098154,-8.256206530536602
4.799999999999999e-10,8.918970667738169,-8.784894638243944
4.999999999999999e-10,9.1170683869235,-9.310985786894044
5.2e-10,9.295964238133948,-9.832636471085898
5.4e-10,9.455281440767461,-10.348045583665755
5.6e-10,9.59468444969447,-10.855457082413643
5.800000000000001e-10,9.713879661965352,-11.353162396914307
6.000000000000001e-10,9.8126160351798,-11.839502985725447
6.200000000000001e-10,9.89068561621953,-12.312872619941405
6.400000000000002e-10,9.947923979226836,-12.771719795751535
6.600000000000002e-10,9.984210571909792,-13.214549861339187
6.800000000000002e-10,9.999468969442926,-13.639927253423556
7.000000000000003e-10,9.993667035428366,-14.046477437937966
7.200000000000003e-10,9.966816989580574,-14.432888943030742
7.400000000000003e-10,9.91897538198927,-14.797915087919499
7.600000000000004e-10,9.850242974016933,-15.140375788830763
7.800000000000004e-10,9.760764526080656,-15.459159054444838
8.000000000000004e-10,9.65072849276616,-15.753222545271894
8.200000000000005e-10,9.52036662591449,-16.021594818119823
8.400000000000005e-10,9.369953486519256,-16.26337662336097
8.600000000000005e-10,9.199805866461741,-16.47774188475848
8.800000000000006e-10,9.010282121300616,-16.663938722929927
9.000000000000006e-10,8.80178141552368,-16.82129016062095
9.200000000000006e-10,8.57474288184945,-16.949194864314453
9.400000000000007e-10,8.329644696349781,-17.047127568582955
9.600000000000006e-10,8.067003071342004,-17.11463953123038
9.800000000000005e-10,7.7873711681707425,-17.151358673649696
1e-09,7.49133793217005,-17.15698974804414
1.02e-09,7.179526852258977,-17.13131419376701
1.04e-09,6.85259464778365,-17.074190018067537
1.06e-09,6.511229885371006,-16.98555137114466
1.08e-09,6.156151528707854,-16.86540814450177
1.1e-09,5.788107424298583,-16.71384526995179
1.12e-09,5.4078727263927595,-16.53102204203083
1.14e-09,5.016248264397172,-16.317171148444775
1.16e-09,4.614058856213243,-16.072597725121373
1.18e-09,4.202151571051194,-15.79767812760824
1.2e-09,3.78139394537913,-15.492858729259652
1.22e-09,3.3526721557654016,-15.158654444898833
1.24e-09,2.916889152462576,-14.795647284355006
1.26e-09,2.474962757663013,-14.404484641333703
1.28e-09,2.0278237324324877,-13.985877616051079
1.299999999999999e-09,1.5764138163920638,-13.540599083716298
1.319999999999999e-09,1.1216837442783456,-13.069481801401551
1.339999999999999e-09,0.6645912435577772,-12.57341627184383
1.359999999999999e-09,0.20609901731416524,-12.053348650915341
1.379999999999999e-09,-0.2528272833437484,-11.51027842362662
1.399999999999999e-09,-0.711221093083525,-10.945256129658688
1.419999999999999e-09,-1.1681169680760606,-10.359380869471636
1.439999999999999e-09,-1.6225526193598405,-9.753797866317582
1.459999999999999e-09,-2.0735709395610646,-9.129695821242123
1.479999999999999e-09,-2.520222018701057,-8.488304330813822
1.499999999999999e-09,-2.961565144843803,-7.830891110541471
1.519999999999999e-09,-3.39667078537198,-7.1587592882154105
1.539999999999999e-09,-3.824622544717382,-6.4732445158577345
1.559999999999999e-09,-4.244519094422916,-5.775712159075463
1.579999999999998e-09,-4.6554760714709875,-5.067554318088363
1.599999999999998e-09,-5.056627940880132,-4.350186933838707
1.619999999999998e-09,-5.447129818647478,-3.6250467388978524
1.639999999999998e-09,-5.826159251196561,-2.8935883012721764
1.659999999999998e-09,-6.192917947584142,-2.157280926096572
1.679999999999998e-09,-6.54663346081652,-1.4176056580891272
1.699999999999998e-09,-6.886560814735043,-0.676052154888529
1.719999999999998e-09,-7.211984073043576,0.06588433100651603
1.739999999999998e-09,-7.5222178471746615,0.8067060865868392
1.759999999999998e-09,-7.816608739816933,1.5449159563379888
1.779999999999998e-09,-8.094536721064415,2.2790204639223655
1.799999999999998e-09,-8.35541643428983,3.0075328099132825
1.819999999999998e-09,-8.598698428990193,3.7289759608649664
1.839999999999998e-09,-8.823870318009464,4.441885607009199
1.859999999999998e-09,-9.030457856699869,5.144813199244425
1.879999999999998e-09,-9.218025941750252,5.8363288475229425
1.899999999999998e-09,-9.386179527576699,6.515024286801285
1.919999999999998e-09,-9.534564458345551,7.179515697362859
1.939999999999997e-09,-9.662868213877186,7.828446581283455
1.959999999999997e-09,-9.770820567858717,8.46049048645181
1.979999999999997e-09,-9.85819415697986,9.074353775600287
1.999999999999997e-09,-9.924804959792976,9.668778236248453
2.019999999999997e-09,-9.970512684288835,10.242543724809927
2.039999999999997e-09,-9.995221063372362,10.794470645122956
2.059999999999997e-09,-9.998878057614347,11.323422450538967
2.079999999999997e-09,-9.98147596485477,11.828307974074415
2.099999999999997e-09,-9.943051436424156,12.30808377173731
2.119999999999997e-09,-9.883685399950991,12.761756287665404
2.139999999999997e-09,-9.80350288891585,13.18838402225142
2.159999999999997e-09,-9.70267277931336,13.587079515923527
2.179999999999997e-09,-9.581407433974288,13.957011325917424
2.199999999999997e-09,-9.439962255299307,14.297405812644492
2.219999999999996e-09,-9.278635147343838,14.607548909262857
2.239999999999996e-09,-9.097765888389176,14.886787694899152
2.259999999999996e-09,-8.897735415320241,15.134531941529916
2.279999999999996e-09,-8.678965021317374,15.35025545874058
2.299999999999996e-09,-8.441915468551443,15.533497402896113
2.319999999999996e-09,-8.187086017752199,15.683863378659568
2.339999999999996e-09,-7.915013376692537,15.80102649607018
2.359999999999996e-09,-7.626270569804472,15.884728214797361
2.379999999999996e-09,-7.32146573130632,15.934779135599708
2.399999999999996e-09,-7.001240824383914,15.95105957427534
2.419999999999996e-09,-6.666270289122922,15.933520075123608
2.439999999999996e-09,-6.31725962204055,15.882181702848719
2.459999999999996e-09,-5.954943890207343,15.79713626710122
2.479999999999996e-09,-5.580086183089361,15.678546322241417
2.499999999999996e-09,-5.193476005371345,15.526645093862257
2.519999999999995e-09,-4.795927614145046,15.341736178322796
2.539999999999995e-09,-4.38827830396582,15.124193164364641
2.559999999999995e-09,-3.971386643389141,14.87445902673523
2.579999999999995e-09,-3.546130666700398,14.593045438596853
2.599999999999995e-09,-3.1134060246473805,14.280531856341927
2.619999999999995e-09,-2.6741240980705516,13.937564521469215
2.639999999999995e-09,-2.229210078401822,13.56485523683293
2.659999999999995e-09,-1.7796010190780365,13.163180059964862
