x,Gain
1.0,7.11121405263158
1.023292992280754,7.11121405263158
1.047128548050899,7.11121405263158
1.071519305237606,7.11121405263158
1.096478196143185,7.11121405263158
1.122018454301963,7.11121405263158
1.148153621496882,7.11121405263158
1.174897554939529,7.11121405263158
1.202264434617413,7.11121405263158
1.230268770812381,7.11121405263158
1.258925411794167,7.11121405263158
1.288249551693134,7.11121405263158
1.318256738556407,7.11121405263158
1.348962882591653,7.11121405263158
1.380384264602885,7.11121405263158
1.412537544622754,7.11121405263158
1.445439770745927,7.11121405263158
1.479108388168207,7.11121405263158
1.513561248436208,7.11121405263158
1.548816618912481,7.11121405263158
1.584893192461113,7.11121405263158
1.621810097358929,7.11121405263158
1.65958690743756,7.11121405263158
1.698243652461743,7.11121405263158
1.737800828749374,7.11121405263158
1.778279410038922,7.11121405263158
1.819700858609982,7.11121405263158
1.862087136662866,7.11121405263158
1.905460717963246,7.11121405263158
1.949844599758044,7.11121405263158
1.995262314968878,7.11121405263158
2.041737944669527,7.11121405263158
2.089296130854037,7.11121405263158
2.13796208950223,7.11121405263158
2.18776162394955,7.11121405263158
2.238721138568337,7.11121405263158
2.29086765276777,7.11121405263158
2.344228815319919,7.11121405263158
2.398832919019488,7.11121405263158
2.454708915685027,7.11121405263158
2.511886431509577,7.11121405263158
2.57039578276886,7.11121405263158
2.630267991895378,7.11121405263158
2.691534803926912,7.11121405263158
2.754228703338163,7.11121405263158
2.81838293126445,7.11121405263158
2.884031503126602,7.11121405263158
2.951209226666381,7.11121405263158
3.019951720402012,7.11121405263158
3.090295432513586,7.11121405263158
3.162277660168374,7.11121405263158
3.235936569296277,7.11121405263158
3.311311214825905,7.11121405263158
3.38844156139202,7.11121405263158
3.46736850452531,7.11121405263158
3.548133892335748,7.11121405263158
3.630780547701007,7.11121405263158
3.715352290971718,7.11121405263158
3.801893963205605,7.11121405263158
3.890451449942799,7.11121405263158
3.981071705534965,7.11121405263158
4.073802778041119,7.11121405263158
4.168693834703346,7.11121405263158
4.265795188015918,7.11121405263158
4.365158322401651,7.11121405263158
4.466835921509622,7.11121405263158
4.570881896148741,7.11121405263158
4.677351412871972,7.11121405263158
4.786300923226373,7.11121405263158
4.897788193684452,7.11121405263158
5.011872336272712,7.11121405263158
5.128613839913638,7.111214052631583
5.248074602497715,7.111214052631583
5.370317963702516,7.111214052631583
5.495408738576233,7.111214052631583
5.623413251903478,7.111214052631583
5.754399373371556,7.111214052631583
5.888436553555876,7.111214052631583
6.025595860743564,7.111214052631583
6.165950018614807,7.111214052631583
6.309573444801917,7.111214052631583
6.456542290346539,7.111214052631583
6.606934480075944,7.111214052631583
6.760829753919801,7.111214052631583
6.918309709189348,7.111214052631583
7.079457843841362,7.111214052631583
7.244359600749883,7.111214052631583
7.413102413009157,7.111214052631583
7.585775750291819,7.111214052631583
7.762471166286898,7.111214052631583
7.943282347242794,7.111214052631583
8.128305161640972,7.111214052631583
8.31763771102669,7.111214052631583
8.511380382023743,7.111214052631585
8.709635899560784,7.111214052631585
8.912509381337431,7.111214052631585
9.120108393559072,7.111214052631585
9.332543007969884,7.111214052631585
9.549925860214332,7.111214052631585
9.772372209558078,7.111214052631585
9.99999999999997,7.111214052631585
10.23292992280751,7.111214052631585
10.47128548050896,7.111214052631585
10.71519305237603,7.111214052631585
10.96478196143182,7.111214052631585
11.2201845430196,7.111214052631585
11.48153621496879,7.111214052631585
11.74897554939526,7.111214052631585
12.02264434617409,7.111214052631586
12.30268770812378,7.111214052631586
12.58925411794163,7.111214052631586
12.8824955169313,7.111214052631586
13.18256738556403,7.111214052631586
13.48962882591649,7.111214052631586
13.8038426460288,7.111214052631587
14.12537544622749,7.111214052631587
14.45439770745922,7.111214052631587
14.79108388168202,7.111214052631587
15.13561248436203,7.111214052631587
15.48816618912476,7.111214052631589
15.84893192461108,7.111214052631589
16.21810097358924,7.111214052631589
16.59586907437554,7.111214052631589
16.98243652461738,7.111214052631592
17.37800828749369,7.111214052631592
17.78279410038916,7.111214052631592
18.19700858609976,7.111214052631592
18.6208713666286,7.111214052631592
19.0546071796324,7.111214052631593
19.49844599758038,7.111214052631593
19.95262314968872,7.111214052631595
20.41737944669521,7.111214052631595
20.89296130854031,7.111214052631595
21.37962089502224,7.1112140526315955
21.87761623949544,7.1112140526315955
22.38721138568331,7.111214052631598
22.90867652767764,7.111214052631598
23.44228815319913,7.111214052631598
23.98832919019481,7.111214052631599
24.5470891568502,7.111214052631602
25.1188643150957,7.111214052631602
25.70395782768853,7.1112140526316026
26.30267991895371,7.1112140526316026
26.91534803926904,7.111214052631604
27.54228703338154,7.111214052631604
28.18382931264442,7.111214052631607
28.84031503126593,7.111214052631608
29.51209226666373,7.11121405263161
30.19951720402003,7.11121405263161
30.90295432513577,7.111214052631611
31.62277660168365,7.111214052631613
32.35936569296268,7.111214052631615
33.11311214825896,7.111214052631617
33.8844156139201,7.1112140526316185
34.67368504525301,7.11121405263162
35.48133892335738,7.111214052631621
36.30780547700997,7.111214052631624
37.15352290971708,7.111214052631625
38.01893963205595,7.111214052631628
38.90451449942788,7.11121405263163
39.81071705534954,7.111214052631631
40.73802778041109,7.111214052631636
41.68693834703335,7.111214052631637
42.65795188015907,7.11121405263164
43.65158322401639,7.1112140526316425
44.6683592150961,7.111214052631646
45.70881896148729,7.111214052631649
46.7735141287196,7.111214052631652
47.86300923226361,7.111214052631656
48.97788193684438,7.111214052631659
50.11872336272698,7.111214052631663
51.28613839913623,7.111214052631668
52.480746024977,7.111214052631672
53.70317963702501,7.1112140526316745
54.95408738576219,7.111214052631679
56.23413251903463,7.111214052631684
57.54399373371541,7.111214052631688
58.88436553555861,7.111214052631693
60.25595860743547,7.1112140526317
61.65950018614791,7.111214052631705
63.09573444801901,7.11121405263171
64.56542290346522,7.111214052631717
66.06934480075925,7.111214052631723
67.60829753919782,7.1112140526317305
69.18309709189329,7.111214052631737
70.79457843841342,7.111214052631745
72.44359600749863,7.111214052631753
74.13102413009136,7.111214052631759
75.85775750291798,7.1112140526317695
77.62471166286876,7.111214052631776
79.43282347242773,7.111214052631787
81.2830516164095,7.111214052631797
83.17637711026666,7.111214052631807
85.1138038202372,7.1112140526318175
87.0963589956076,7.111214052631828
89.12509381337408,7.111214052631839
91.20108393559049,7.111214052631851
93.3254300796986,7.111214052631865
95.49925860214309,7.111214052631879
97.72372209558054,7.111214052631892
99.99999999999946,7.111214052631908
102.3292992280749,7.111214052631922
104.7128548050894,7.111214052631938
107.15193052376,7.111214052631956
109.6478196143179,7.111214052631972
112.2018454301957,7.1112140526319925
114.8153621496876,7.111214052632011
117.4897554939523,7.111214052632031
120.2264434617406,7.111214052632052
123.0268770812374,7.111214052632074
125.892541179416,7.111214052632098
128.8249551693126,7.111214052632122
131.8256738556399,7.111214052632148
134.8962882591645,7.1112140526321745
138.0384264602876,7.111214052632202
141.2537544622746,7.111214052632232
144.5439770745919,7.111214052632263
147.9108388168198,7.111214052632295
151.3561248436199,7.11121405263233
154.8816618912472,7.111214052632363
158.4893192461104,7.111214052632401
162.181009735892,7.111214052632438
165.9586907437551,7.111214052632478
169.8243652461734,7.111214052632522
173.7800828749365,7.111214052632566
177.8279410038912,7.1112140526326115
181.9700858609972,7.11121405263266
186.2087136662855,7.111214052632712
190.5460717963235,7.111214052632765
194.9844599758032,7.111214052632821
199.5262314968867,7.11121405263288
204.1737944669516,7.11121405263294
208.9296130854026,7.111214052633005
213.7962089502218,7.1112140526330725
218.7761623949538,7.111214052633143
223.8721138568325,7.1112140526332155
229.0867652767758,7.111214052633292
234.4228815319906,7.111214052633374
239.8832919019474,7.111214052633459
245.4708915685014,7.111214052633548
251.1886431509563,7.111214052633638
257.0395782768846,7.111214052633736
263.0267991895364,7.111214052633839
269.1534803926897,7.111214052633944
275.4228703338148,7.111214052634056
281.8382931264435,7.111214052634171
288.4031503126586,7.111214052634294
295.1209226666365,7.111214052634422
301.9951720401995,7.111214052634556
309.0295432513569,7.111214052634695
316.2277660168357,7.1112140526348435
323.593656929626,7.111214052634996
331.1311214825888,7.111214052635159
338.8441561392002,7.111214052635326
346.7368504525292,7.111214052635502
354.8133892335729,7.111214052635687
363.0780547700987,7.111214052635882
371.5352290971698,7.111214052636083
380.1893963205584,7.111214052636297
389.0451449942777,7.111214052636519
398.1071705534943,7.11121405263675
407.3802778041097,7.111214052636995
416.8693834703323,7.11121405263725
426.5795188015895,7.111214052637516
436.5158322401627,7.111214052637797
446.6835921509598,7.111214052638088
457.0881896148716,7.111214052638395
467.7351412871947,7.111214052638719
478.6300923226348,7.1112140526390535
489.7788193684425,7.111214052639406
501.1872336272685,7.111214052639775
512.861383991361,7.111214052640161
524.8074602497686,7.111214052640566
537.0317963702487,7.111214052640989
549.5408738576203,7.111214052641431
562.3413251903447,7.1112140526418965
575.4399373371524,7.111214052642383
588.8436553555844,7.111214052642891
602.559586074353,7.111214052643424
616.5950018614773,7.111214052643982
630.9573444801882,7.111214052644566
645.6542290346504,7.111214052645179
660.6934480075907,7.1112140526458205
676.0829753919763,7.11121405264649
691.8309709189309,7.111214052647194
707.9457843841321,7.111214052647929
724.4359600749841,7.1112140526487
741.3102413009113,7.111214052649507
758.5775750291774,7.111214052650352
776.2471166286851,7.111214052651237
794.3282347242747,7.111214052652164
812.8305161640923,7.111214052653133
831.7637711026639,7.111214052654149
851.1380382023692,7.111214052655212
870.9635899560732,7.111214052656326
891.2509381337379,7.111214052657492
912.0108393559019,7.111214052658713
933.254300796983,7.111214052659992
954.9925860214277,7.111214052661331
977.2372209558022,7.111214052662733
999.9999999999912,7.1112140526642005
1023.292992280745,7.111214052665739
1047.12854805089,7.111214052667347
1071.519305237597,7.111214052669034
1096.478196143175,7.111214052670799
1122.018454301953,7.111214052672649
1148.153621496872,7.111214052674582
1174.897554939519,7.11121405267661
1202.264434617402,7.111214052678731
1230.26877081237,7.111214052680954
1258.925411794156,7.11121405268328
1288.249551693122,7.1112140526857175
1318.256738556395,7.1112140526882675
1348.962882591641,7.11121405269094
1380.384264602872,7.111214052693739
1412.537544622741,7.111214052696667
1445.439770745914,7.111214052699735
1479.108388168193,7.111214052702946
1513.561248436194,7.111214052706311
1548.816618912467,7.111214052709832
1584.893192461099,7.11121405271352
1621.810097358915,7.111214052717382
1659.586907437545,7.111214052721425
1698.243652461728,7.111214052725659
1737.800828749359,7.111214052730092
1778.279410038906,7.111214052734736
1819.700858609966,7.111214052739597
1862.087136662849,7.111214052744687
1905.460717963228,7.111214052750019
1949.844599758026,7.111214052755601
1995.26231496886,7.111214052761446
2041.737944669509,7.111214052767565
2089.296130854019,7.111214052773973
2137.962089502211,7.111214052780685
2187.761623949531,7.111214052787712
2238.721138568317,7.111214052795072
2290.86765276775,7.111214052802773
2344.228815319898,7.111214052810846
2398.832919019466,7.1112140528192915
2454.708915685005,7.111214052828137
2511.886431509554,7.111214052837402
2570.395782768837,7.111214052847102
2630.267991895354,7.11121405285726
2691.534803926887,7.111214052867894
2754.228703338138,7.111214052879031
2818.382931264424,7.111214052890694
2884.031503126575,7.1112140529029055
2951.209226666354,7.1112140529156935
3019.951720401984,7.111214052929082
3090.295432513557,7.1112140529431045
3162.277660168345,7.111214052957784
3235.936569296248,7.1112140529731604
3311.311214825875,7.111214052989258
