x,VOUT
0.0,1.099998953079603
0.001,1.099998921477171
0.002,1.099998892737877
0.003,1.099998863172767
0.004,1.099998832758186
0.005,1.0999988014698
0.006,1.099998769282581
0.007,1.099998736170785
0.008,1.099998702107932
0.009000000000000001,1.099998667066785
0.01,1.099998631019328
0.011,1.099998593936746
0.012,1.099998555789398
0.013,1.099998516546799
0.01400000000000001,1.09999847617759
0.01500000000000001,1.099998434649518
0.01600000000000001,1.099998391929409
0.01700000000000001,1.09999834798314
0.01800000000000001,1.099998302775616
0.01900000000000001,1.099998256270737
0.02000000000000001,1.099998208431375
0.02100000000000001,1.099998159219339
0.02200000000000001,1.099998108595352
0.02300000000000001,1.099998056519012
0.02400000000000001,1.099998002948767
0.02500000000000002,1.099997947841879
0.02600000000000002,1.099997891154389
0.02700000000000002,1.099997832841086
0.02800000000000002,1.099997772855468
0.02900000000000002,1.099997711149709
0.03000000000000002,1.099997647674617
0.03100000000000002,1.0999975823796
0.03200000000000002,1.099997515212622
0.03300000000000002,1.099997446120164
0.03400000000000002,1.099997375047185
0.03500000000000002,1.099997301937071
0.03600000000000003,1.099997226731599
0.03700000000000003,1.099997149370886
0.03800000000000003,1.099997069793344
0.03900000000000003,1.099996987935631
0.04000000000000003,1.099996903732604
0.04100000000000003,1.099996817117262
0.04200000000000003,1.0999967280207
0.04300000000000003,1.099996636372052
0.04400000000000003,1.099996542098435
0.04500000000000003,1.099996445124894
0.04600000000000003,1.099996345374341
0.04700000000000003,1.099996242767497
0.04800000000000004,1.09999613722283
0.04900000000000004,1.099996028656489
0.05000000000000004,1.099995916982242
0.05100000000000004,1.099995802111404
0.05200000000000004,1.099995683952775
0.05300000000000004,1.099995562412562
0.05400000000000004,1.099995437394308
0.05500000000000004,1.099995308798821
0.05600000000000004,1.099995176524091
0.05700000000000004,1.099995040465214
0.05800000000000004,1.09999490051431
0.05900000000000005,1.09999475656044
0.06000000000000005,1.099994608489516
0.06100000000000005,1.099994456184219
0.06200000000000005,1.099994299523903
0.06300000000000004,1.099994138384503
0.06400000000000004,1.099993972638439
0.06500000000000004,1.099993802154519
0.06600000000000004,1.099993626797834
0.06700000000000005,1.099993446429656
0.06800000000000005,1.099993260907333
0.06900000000000005,1.099993070084173
0.07000000000000005,1.099992873809337
0.07100000000000005,1.099992671927719
0.07200000000000005,1.099992464279829
0.07300000000000005,1.099992250701667
0.07400000000000005,1.099992031024601
0.07500000000000005,1.099991805075235
0.07600000000000005,1.099991572675274
0.07700000000000005,1.099991333641394
0.07800000000000006,1.099991087785092
0.07900000000000006,1.099990834912548
0.08000000000000006,1.099990574824478
0.08100000000000006,1.099990307315975
0.08200000000000006,1.099990032176357
0.08300000000000006,1.099989749189007
0.08400000000000006,1.099989458131204
0.08500000000000006,1.099989158773956
0.08600000000000006,1.099988850881825
0.08700000000000006,1.099988534212747
0.08800000000000006,1.099988208517849
0.08900000000000007,1.099987873541259
0.09000000000000007,1.099987529019914
0.09100000000000007,1.099987174683357
0.09200000000000007,1.099986810253536
0.09300000000000007,1.09998643544459
0.09400000000000007,1.099986049962635
0.09500000000000007,1.099985653505544
0.09600000000000007,1.099985245762714
0.09700000000000007,1.099984826414835
0.09800000000000007,1.099984395133651
0.09900000000000007,1.099983951581711
0.1000000000000001,1.099983495412116
0.1010000000000001,1.099983026268258
0.1020000000000001,1.099982543783555
0.1030000000000001,1.099982047581174
0.1040000000000001,1.099981537273752
0.1050000000000001,1.099981012463116
0.1060000000000001,1.099980472740364
0.1070000000000001,1.099979917684994
0.1080000000000001,1.099979346864597
0.1090000000000001,1.099978759834712
0.1100000000000001,1.099978156138492
0.1110000000000001,1.09997753530637
0.1120000000000001,1.099976896855708
0.1130000000000001,1.09997624029044
0.1140000000000001,1.09997556510071
0.1150000000000001,1.099974870762494
0.1160000000000001,1.099974156737213
0.1170000000000001,1.099973422471339
0.1180000000000001,1.099972667395989
0.1190000000000001,1.099971890926509
0.1200000000000001,1.099971092462044
0.1210000000000001,1.099970271385101
0.1220000000000001,1.099969427061099
0.1230000000000001,1.099968558837906
0.1240000000000001,1.099967666045367
0.1250000000000001,1.099966747994815
0.1260000000000001,1.099965803978576
0.1270000000000001,1.099964833269454
0.1280000000000001,1.099963835120207
0.1290000000000001,1.099962808763011
0.1300000000000001,1.099961753408905
0.1310000000000001,1.099960668247228
0.1320000000000001,1.099959552445032
0.1330000000000001,1.099958405146495
0.1340000000000001,1.099957225472305
0.1350000000000001,1.099956012519033
0.1360000000000001,1.099954765358494
0.1370000000000001,1.099953483037088
0.1380000000000001,1.099952164575123
